TrialTag	ABTag	CDTag	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeCorr	ProbeArr	AB	CD	Probe
happiness:smile::accept:reject	happiness:smile	accept:reject	3	2	8	4	a	2	0	0	1
speak:express::flee:escape	speak:express	None	3	None	9	None	0	0	1	0	0
speak:express::flee:escape	None	flee:escape	None	3	None	9	0	0	0	1	0
speak:express::flee:escape	speak:express	flee:escape	3	3	9	9	l	2	0	0	1
fun:boring::powerful:meek	fun:boring	None	2	None	6	None	0	0	1	0	0
fun:boring::powerful:meek	None	powerful:meek	None	2	None	6	0	0	0	1	0
fun:boring::powerful:meek	fun:boring	powerful:meek	2	2	6	6	a	1	0	0	1
bright:dull::ladder:stairs	bright:dull	None	2	None	6	None	0	0	1	0	0
bright:dull::ladder:stairs	None	ladder:stairs	None	1	None	2	0	0	0	1	0
bright:dull::ladder:stairs	bright:dull	ladder:stairs	2	1	6	2	a	2	0	0	1
fence:hedge::paper:parchment	fence:hedge	None	1	None	2	None	0	0	1	0	0
fence:hedge::paper:parchment	None	paper:parchment	None	1	None	2	0	0	0	1	0
fence:hedge::paper:parchment	fence:hedge	paper:parchment	1	1	2	2	l	2	0	0	1
bath:cleanliness::pencil:pen	bath:cleanliness	None	3	None	7	None	0	0	1	0	0
bath:cleanliness::pencil:pen	None	pencil:pen	None	1	None	2	0	0	0	1	0
bath:cleanliness::pencil:pen	bath:cleanliness	pencil:pen	3	1	7	2	a	2	0	0	1
workout:sweat::disease:sickness	workout:sweat	None	3	None	7	None	0	0	1	0	0
workout:sweat::disease:sickness	None	disease:sickness	None	3	None	7	0	0	0	1	0
workout:sweat::disease:sickness	workout:sweat	disease:sickness	3	3	7	7	a	1	0	0	1
read:learn::sleep:rest	read:learn	None	3	None	9	None	0	0	1	0	0
read:learn::sleep:rest	None	sleep:rest	None	3	None	9	0	0	0	1	0
read:learn::sleep:rest	read:learn	sleep:rest	3	3	9	9	l	2	0	0	1
witty:dumb::loss:grief	witty:dumb	None	2	None	6	None	0	0	1	0	0
witty:dumb::loss:grief	None	loss:grief	None	3	None	7	0	0	0	1	0
witty:dumb::loss:grief	witty:dumb	loss:grief	2	3	6	7	a	2	0	0	1
joke:laughter::rise:tide	joke:laughter	None	3	None	7	None	0	0	1	0	0
joke:laughter::rise:tide	None	rise:tide	None	1	None	3	0	0	0	1	0
joke:laughter::rise:tide	joke:laughter	rise:tide	3	1	7	3	a	2	0	0	1
house:home::boat:ship	house:home	None	1	None	1	None	0	0	1	0	0
house:home::boat:ship	None	boat:ship	None	1	None	1	0	0	0	1	0
house:home::boat:ship	house:home	boat:ship	1	1	1	1	a	1	0	0	1
illness:discomfort::stimulus:response	illness:discomfort	None	3	None	7	None	0	0	1	0	0
illness:discomfort::stimulus:response	None	stimulus:response	None	3	None	7	0	0	0	1	0
illness:discomfort::stimulus:response	illness:discomfort	stimulus:response	3	3	7	7	a	1	0	0	1
book:magazine::exercise:healthy	book:magazine	None	1	None	2	None	0	0	1	0	0
book:magazine::exercise:healthy	None	exercise:healthy	None	3	None	9	0	0	0	1	0
book:magazine::exercise:healthy	book:magazine	exercise:healthy	1	3	2	9	a	2	0	0	1
bathe:clean::run:sprint	bathe:clean	None	3	None	9	None	0	0	1	0	0
bathe:clean::run:sprint	None	run:sprint	None	1	None	1	0	0	0	1	0
bathe:clean::run:sprint	bathe:clean	run:sprint	3	1	9	1	a	2	0	0	1
rich:poor::fast:slow	rich:poor	None	2	None	4	None	0	0	1	0	0
rich:poor::fast:slow	None	fast:slow	None	2	None	4	0	0	0	1	0
rich:poor::fast:slow	rich:poor	fast:slow	2	2	4	4	a	1	0	0	1
table:desk::wagon:trailer	table:desk	None	1	None	2	None	0	0	1	0	0
table:desk::wagon:trailer	None	wagon:trailer	None	1	None	2	0	0	0	1	0
table:desk::wagon:trailer	table:desk	wagon:trailer	1	1	2	2	a	1	0	0	1
big:large::low:up	big:large	None	1	None	1	None	0	0	1	0	0
big:large::low:up	None	low:up	None	2	None	6	0	0	0	1	0
big:large::low:up	big:large	low:up	1	2	1	6	a	2	0	0	1
start:finish::top:bottom	start:finish	None	2	None	5	None	0	0	1	0	0
start:finish::top:bottom	None	top:bottom	None	2	None	5	0	0	0	1	0
start:finish::top:bottom	start:finish	top:bottom	2	2	5	5	l	2	0	0	1
chair:sofa::east:west	chair:sofa	None	1	None	2	None	0	0	1	0	0
chair:sofa::east:west	None	east:west	None	2	None	5	0	0	0	1	0
chair:sofa::east:west	chair:sofa	east:west	1	2	2	5	a	2	0	0	1
study:learn::warm:cool	study:learn	None	3	None	9	None	0	0	1	0	0
study:learn::warm:cool	None	warm:cool	None	2	None	4	0	0	0	1	0
study:learn::warm:cool	study:learn	warm:cool	3	2	9	4	l	1	0	0	1
dark:light::hill:mountain	dark:light	None	2	None	4	None	0	0	1	0	0
dark:light::hill:mountain	None	hill:mountain	None	1	None	2	0	0	0	1	0
dark:light::hill:mountain	dark:light	hill:mountain	2	1	4	2	l	1	0	0	1
high:low::up:down	high:low	None	2	None	5	None	0	0	1	0	0
high:low::up:down	None	up:down	None	2	None	5	0	0	0	1	0
high:low::up:down	high:low	up:down	2	2	5	5	l	2	0	0	1
coldness:shiver::sword:knife	coldness:shiver	None	3	None	8	None	0	0	1	0	0
coldness:shiver::sword:knife	None	sword:knife	None	1	None	2	0	0	0	1	0
coldness:shiver::sword:knife	coldness:shiver	sword:knife	3	1	8	2	a	2	0	0	1
pants:trousers::spin:twirl	pants:trousers	None	1	None	1	None	0	0	1	0	0
pants:trousers::spin:twirl	None	spin:twirl	None	1	None	1	0	0	0	1	0
pants:trousers::spin:twirl	pants:trousers	spin:twirl	1	1	1	1	l	2	0	0	1
terror:fear::dim:light	terror:fear	None	1	None	3	None	0	0	1	0	0
terror:fear::dim:light	None	dim:light	None	1	None	3	0	0	0	1	0
terror:fear::dim:light	terror:fear	dim:light	1	1	3	3	a	1	0	0	1
flood:water::sadness:cry	flood:water	None	1	None	3	None	0	0	1	0	0
flood:water::sadness:cry	None	sadness:cry	None	3	None	8	0	0	0	1	0
flood:water::sadness:cry	flood:water	sadness:cry	1	3	3	8	l	1	0	0	1
climb:descend::work:earn	climb:descend	None	2	None	5	None	0	0	1	0	0
climb:descend::work:earn	None	work:earn	None	3	None	9	0	0	0	1	0
climb:descend::work:earn	climb:descend	work:earn	2	3	5	9	l	1	0	0	1
funny:serious::fright:scream	funny:serious	None	2	None	6	None	0	0	1	0	0
funny:serious::fright:scream	None	fright:scream	None	3	None	8	0	0	0	1	0
funny:serious::fright:scream	funny:serious	fright:scream	2	3	6	8	l	1	0	0	1
dirty:clean::thirsty:drink	dirty:clean	None	2	None	4	None	0	0	1	0	0
dirty:clean::thirsty:drink	None	thirsty:drink	None	3	None	8	0	0	0	1	0
dirty:clean::thirsty:drink	dirty:clean	thirsty:drink	2	3	4	8	l	1	0	0	1
loneliness:socialize::nervousness:sweat	loneliness:socialize	None	3	None	8	None	0	0	1	0	0
loneliness:socialize::nervousness:sweat	None	nervousness:sweat	None	3	None	8	0	0	0	1	0
loneliness:socialize::nervousness:sweat	loneliness:socialize	nervousness:sweat	3	3	8	8	l	2	0	0	1
rake:fork::house:tent	rake:fork	None	1	None	2	None	0	0	1	0	0
rake:fork::house:tent	None	house:tent	None	1	None	2	0	0	0	1	0
rake:fork::house:tent	rake:fork	house:tent	1	1	2	2	a	1	0	0	1
anger:yell::smiling:sad	anger:yell	None	3	None	8	None	0	0	1	0	0
anger:yell::smiling:sad	None	smiling:sad	None	2	None	6	0	0	0	1	0
anger:yell::smiling:sad	anger:yell	smiling:sad	3	2	8	6	a	2	0	0	1
heat:temperature::ignite:burn	heat:temperature	None	1	None	3	None	0	0	1	0	0
heat:temperature::ignite:burn	None	ignite:burn	None	3	None	9	0	0	0	1	0
heat:temperature::ignite:burn	heat:temperature	ignite:burn	1	3	3	9	l	1	0	0	1
accident:damage::make:manufacture	accident:damage	None	3	None	7	None	0	0	1	0	0
accident:damage::make:manufacture	None	make:manufacture	None	1	None	1	0	0	0	1	0
accident:damage::make:manufacture	accident:damage	make:manufacture	3	1	7	1	l	1	0	0	1
north:south::ahead:behind	north:south	None	2	None	5	None	0	0	1	0	0
north:south::ahead:behind	None	ahead:behind	None	2	None	5	0	0	0	1	0
north:south::ahead:behind	north:south	ahead:behind	2	2	5	5	a	1	0	0	1
shovel:spoon::tiredness:rest	shovel:spoon	None	1	None	2	None	0	0	1	0	0
shovel:spoon::tiredness:rest	None	tiredness:rest	None	3	None	8	0	0	0	1	0
shovel:spoon::tiredness:rest	shovel:spoon	tiredness:rest	1	3	2	8	a	2	0	0	1
car:auto::rise:sink	car:auto	None	1	None	1	None	0	0	1	0	0
car:auto::rise:sink	None	rise:sink	None	2	None	5	0	0	0	1	0
car:auto::rise:sink	car:auto	rise:sink	1	2	1	5	l	1	0	0	1
soften:voice::darken:color	soften:voice	None	1	None	3	None	0	0	1	0	0
soften:voice::darken:color	None	darken:color	None	1	None	3	0	0	0	1	0
soften:voice::darken:color	soften:voice	darken:color	1	1	3	3	l	2	0	0	1
injury:pain::death:population	injury:pain	None	3	None	7	None	0	0	1	0	0
injury:pain::death:population	None	death:population	None	1	None	3	0	0	0	1	0
injury:pain::death:population	injury:pain	death:population	3	1	7	3	a	2	0	0	1
lower:volume::discount:price	lower:volume	None	1	None	3	None	0	0	1	0	0
lower:volume::discount:price	None	discount:price	None	1	None	3	0	0	0	1	0
lower:volume::discount:price	lower:volume	discount:price	1	1	3	3	l	2	0	0	1
majority:small::just:unfair	majority:small	None	2	None	6	None	0	0	1	0	0
majority:small::just:unfair	None	just:unfair	None	2	None	6	0	0	0	1	0
majority:small::just:unfair	majority:small	just:unfair	2	2	6	6	a	1	0	0	1
heat:sweat::sickness:medicate	heat:sweat	None	3	None	8	None	0	0	1	0	0
heat:sweat::sickness:medicate	None	sickness:medicate	None	3	None	8	0	0	0	1	0
heat:sweat::sickness:medicate	heat:sweat	sickness:medicate	3	3	8	8	l	2	0	0	1
kid:child::couch:sofa	kid:child	None	1	None	1	None	0	0	1	0	0
kid:child::couch:sofa	None	couch:sofa	None	1	None	1	0	0	0	1	0
kid:child::couch:sofa	kid:child	couch:sofa	1	1	1	1	l	2	0	0	1
high:down::option:choice	high:down	None	2	None	6	None	0	0	1	0	0
high:down::option:choice	None	option:choice	None	1	None	1	0	0	0	1	0
high:down::option:choice	high:down	option:choice	2	1	6	1	a	2	0	0	1
raise:elevate::pretty:beautiful	raise:elevate	None	1	None	1	None	0	0	1	0	0
raise:elevate::pretty:beautiful	None	pretty:beautiful	None	1	None	1	0	0	0	1	0
raise:elevate::pretty:beautiful	raise:elevate	pretty:beautiful	1	1	1	1	a	1	0	0	1
tall:short::black:white	tall:short	None	2	None	4	None	0	0	1	0	0
tall:short::black:white	None	black:white	None	2	None	4	0	0	0	1	0
tall:short::black:white	tall:short	black:white	2	2	4	4	a	1	0	0	1
front:back::interior:exterior	front:back	None	2	None	5	None	0	0	1	0	0
front:back::interior:exterior	None	interior:exterior	None	2	None	5	0	0	0	1	0
front:back::interior:exterior	front:back	interior:exterior	2	2	5	5	l	2	0	0	1
exercise:fitness::repetition:boredom	exercise:fitness	None	3	None	7	None	0	0	1	0	0
exercise:fitness::repetition:boredom	None	repetition:boredom	None	3	None	7	0	0	0	1	0
exercise:fitness::repetition:boredom	exercise:fitness	repetition:boredom	3	3	7	7	a	1	0	0	1
stairs:ladder::big:small	stairs:ladder	None	1	None	2	None	0	0	1	0	0
stairs:ladder::big:small	None	big:small	None	2	None	4	0	0	0	1	0
stairs:ladder::big:small	stairs:ladder	big:small	1	2	2	4	a	2	0	0	1
breathe:live::forward:backward	breathe:live	None	3	None	9	None	0	0	1	0	0
breathe:live::forward:backward	None	forward:backward	None	2	None	5	0	0	0	1	0
breathe:live::forward:backward	breathe:live	forward:backward	3	2	9	5	a	2	0	0	1
difficult:easy::inflation:price	difficult:easy	None	2	None	4	None	0	0	1	0	0
difficult:easy::inflation:price	None	inflation:price	None	1	None	3	0	0	0	1	0
difficult:easy::inflation:price	difficult:easy	inflation:price	2	1	4	3	a	2	0	0	1
acceleration:speed::enthusiastic:lazy	acceleration:speed	None	1	None	3	None	0	0	1	0	0
acceleration:speed::enthusiastic:lazy	None	enthusiastic:lazy	None	2	None	6	0	0	0	1	0
acceleration:speed::enthusiastic:lazy	acceleration:speed	enthusiastic:lazy	1	2	3	6	l	1	0	0	1
careful:cautious::explosion:damage	careful:cautious	None	1	None	1	None	0	0	1	0	0
careful:cautious::explosion:damage	None	explosion:damage	None	3	None	7	0	0	0	1	0
careful:cautious::explosion:damage	careful:cautious	explosion:damage	1	3	1	7	a	2	0	0	1
below:above::raise:salary	below:above	None	2	None	5	None	0	0	1	0	0
below:above::raise:salary	None	raise:salary	None	1	None	3	0	0	0	1	0
below:above::raise:salary	below:above	raise:salary	2	1	5	3	a	2	0	0	1
advertise:promote::wash:clean	advertise:promote	None	3	None	9	None	0	0	1	0	0
advertise:promote::wash:clean	None	wash:clean	None	3	None	9	0	0	0	1	0
advertise:promote::wash:clean	advertise:promote	wash:clean	3	3	9	9	l	2	0	0	1
hot:cold::old:young	hot:cold	None	2	None	4	None	0	0	1	0	0
hot:cold::old:young	None	old:young	None	2	None	4	0	0	0	1	0
hot:cold::old:young	hot:cold	old:young	2	2	4	4	a	1	0	0	1
fire:burns::heater:warmth	fire:burns	None	3	None	7	None	0	0	1	0	0
fire:burns::heater:warmth	None	heater:warmth	None	3	None	7	0	0	0	1	0
fire:burns::heater:warmth	fire:burns	heater:warmth	3	3	7	7	a	1	0	0	1
picture:drawing::pillow:cushion	picture:drawing	None	1	None	2	None	0	0	1	0	0
picture:drawing::pillow:cushion	None	pillow:cushion	None	1	None	2	0	0	0	1	0
picture:drawing::pillow:cushion	picture:drawing	pillow:cushion	1	1	2	2	l	2	0	0	1
danger:flee::in:out	danger:flee	None	3	None	8	None	0	0	1	0	0
danger:flee::in:out	None	in:out	None	2	None	5	0	0	0	1	0
danger:flee::in:out	danger:flee	in:out	3	2	8	5	a	2	0	0	1
burnish:shine::trim:shorten	burnish:shine	None	3	None	9	None	0	0	1	0	0
burnish:shine::trim:shorten	None	trim:shorten	None	3	None	9	0	0	0	1	0
burnish:shine::trim:shorten	burnish:shine	trim:shorten	3	3	9	9	a	1	0	0	1
good:wrong::loud:discreet	good:wrong	None	2	None	6	None	0	0	1	0	0
good:wrong::loud:discreet	None	loud:discreet	None	2	None	6	0	0	0	1	0
good:wrong::loud:discreet	good:wrong	loud:discreet	2	2	6	6	a	1	0	0	1
cook:eat::day:evening	cook:eat	None	3	None	9	None	0	0	1	0	0
cook:eat::day:evening	None	day:evening	None	2	None	6	0	0	0	1	0
cook:eat::day:evening	cook:eat	day:evening	3	2	9	6	l	1	0	0	1
