Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
48.6202	0.9642	boat:ship::big:large	boat:ship	big:large	1	1	1	1	1	['a']	a	1	0	0	1
50.5979	2.0113	black:white::terror:fear	black:white	None	None	2	None	4	None	0	0	0	1	0	0
53.3722	2.0036	black:white::terror:fear	None	terror:fear	0	None	1	None	3	0	0	0	0	1	0
56.0299	0.7309	black:white::terror:fear	black:white	terror:fear	0	2	1	4	3	['l']	l	1	0	0	1
57.7868	2.0118	accept:reject::lower:volume	accept:reject	None	None	2	None	4	None	0	0	0	1	0	0
60.5153	2.0164	accept:reject::lower:volume	None	lower:volume	0	None	1	None	3	0	0	0	0	1	0
63.1566	0.7960	accept:reject::lower:volume	accept:reject	lower:volume	0	2	1	4	3	['a']	a	2	0	0	1
64.9739	2.0116	day:evening::speak:express	day:evening	None	None	2	None	6	None	0	0	0	1	0	0
68.4973	2.0061	day:evening::speak:express	None	speak:express	0	None	3	None	9	0	0	0	0	1	0
71.2521	0.8768	day:evening::speak:express	day:evening	speak:express	0	2	3	6	9	['l']	l	1	0	0	1
73.1402	2.0126	rise:sink::shovel:spoon	rise:sink	None	None	2	None	5	None	0	0	0	1	0	0
76.1337	2.0043	rise:sink::shovel:spoon	None	shovel:spoon	0	None	1	None	2	0	0	0	0	1	0
79.2338	1.2552	rise:sink::shovel:spoon	rise:sink	shovel:spoon	0	2	1	5	2	['l']	l	1	0	0	1
81.5123	2.0213	heater:warmth::climb:descend	heater:warmth	None	None	3	None	7	None	0	0	0	1	0	0
84.7616	2.0222	heater:warmth::climb:descend	None	climb:descend	0	None	2	None	5	0	0	0	0	1	0
87.7400	0.6211	heater:warmth::climb:descend	heater:warmth	climb:descend	0	3	2	7	5	['l']	l	1	0	0	1
89.3863	2.0066	work:earn::stairs:ladder	work:earn	None	None	3	None	9	None	0	0	0	1	0	0
92.6543	2.0198	work:earn::stairs:ladder	None	stairs:ladder	0	None	1	None	2	0	0	0	0	1	0
95.5050	0.7123	work:earn::stairs:ladder	work:earn	stairs:ladder	0	3	1	9	2	['l']	l	1	0	0	1
97.2370	2.0130	dirtiness:bathe::front:back	dirtiness:bathe	None	None	3	None	8	None	0	0	0	1	0	0
100.0111	2.0233	dirtiness:bathe::front:back	None	front:back	0	None	2	None	5	0	0	0	0	1	0
103.0294	0.7408	dirtiness:bathe::front:back	dirtiness:bathe	front:back	0	3	2	8	5	['l']	l	1	0	0	1
104.7963	2.0132	good:bad::tall:short	good:bad	None	None	2	None	4	None	0	0	0	1	0	0
107.7933	2.0148	good:bad::tall:short	None	tall:short	1	None	2	None	4	0	0	0	0	1	0
111.7238	0.6940	good:bad::tall:short	good:bad	tall:short	1	2	2	4	4	['l']	l	2	0	0	1
113.4470	2.0108	thirsty:drink::anger:yell	thirsty:drink	None	None	3	None	8	None	0	0	0	1	0	0
117.0798	2.0149	thirsty:drink::anger:yell	None	anger:yell	1	None	3	None	8	0	0	0	0	1	0
119.8209	0.9889	thirsty:drink::anger:yell	thirsty:drink	anger:yell	1	3	3	8	8	['l']	l	2	0	0	1
121.8336	2.0131	stimulus:response::workout:sweat	stimulus:response	None	None	3	None	7	None	0	0	0	1	0	0
125.7036	2.0127	stimulus:response::workout:sweat	None	workout:sweat	1	None	3	None	7	0	0	0	0	1	0
129.0296	0.7323	stimulus:response::workout:sweat	stimulus:response	workout:sweat	1	3	3	7	7	['a']	a	1	0	0	1
130.7853	2.0128	cute:adorable::burnish:shine	cute:adorable	None	None	1	None	1	None	0	0	0	1	0	0
133.6579	2.0222	cute:adorable::burnish:shine	None	burnish:shine	0	None	3	None	9	0	0	0	0	1	0
136.4622	0.7483	cute:adorable::burnish:shine	cute:adorable	burnish:shine	0	1	3	1	9	['l']	l	1	0	0	1
138.2315	2.0132	dim:light::joke:laughter	dim:light	None	None	1	None	3	None	0	0	0	1	0	0
140.8997	2.0130	dim:light::joke:laughter	None	joke:laughter	0	None	3	None	7	0	0	0	0	1	0
143.8802	1.2581	dim:light::joke:laughter	dim:light	joke:laughter	0	1	3	3	7	['a']	a	2	0	0	1
146.1569	2.0132	warm:cool::hot:cold	warm:cool	None	None	2	None	4	None	0	0	0	1	0	0
148.9788	2.0204	warm:cool::hot:cold	None	hot:cold	1	None	2	None	4	0	0	0	0	1	0
152.5951	0.8393	warm:cool::hot:cold	warm:cool	hot:cold	1	2	2	4	4	['l']	l	2	0	0	1
154.4552	2.0113	pretty:beautiful::teach:instruct	pretty:beautiful	None	None	1	None	1	None	0	0	0	1	0	0
157.3909	2.0222	pretty:beautiful::teach:instruct	None	teach:instruct	1	None	1	None	1	0	0	0	0	1	0
160.1802	1.0784	pretty:beautiful::teach:instruct	pretty:beautiful	teach:instruct	1	1	1	1	1	['l']	l	2	0	0	1
162.2870	2.0177	darken:color::soften:voice	darken:color	None	None	1	None	3	None	0	0	0	1	0	0
164.9913	2.0152	darken:color::soften:voice	None	soften:voice	1	None	1	None	3	0	0	0	0	1	0
168.8538	0.6851	darken:color::soften:voice	darken:color	soften:voice	1	1	1	3	3	['l']	l	2	0	0	1
170.5591	2.0125	powerful:meek::rake:fork	powerful:meek	None	None	2	None	6	None	0	0	0	1	0	0
173.3204	2.0171	powerful:meek::rake:fork	None	rake:fork	0	None	1	None	2	0	0	0	0	1	0
176.3782	0.9369	powerful:meek::rake:fork	powerful:meek	rake:fork	0	2	1	6	2	['a']	a	2	0	0	1
178.3391	2.0129	drink:hydrate::house:home	drink:hydrate	None	None	3	None	9	None	0	0	0	1	0	0
181.0484	2.0211	drink:hydrate::house:home	None	house:home	0	None	1	None	1	0	0	0	0	1	0
183.7963	0.7269	drink:hydrate::house:home	drink:hydrate	house:home	0	3	1	9	1	['l']	l	1	0	0	1
185.5473	2.0113	sword:knife::accident:damage	sword:knife	None	None	1	None	2	None	0	0	0	1	0	0
188.2471	2.0101	sword:knife::accident:damage	None	accident:damage	0	None	3	None	7	0	0	0	0	1	0
191.7222	0.7453	sword:knife::accident:damage	sword:knife	accident:damage	0	1	3	2	7	['a']	a	2	0	0	1
193.4944	2.0130	loss:grief::fire:burns	loss:grief	None	None	3	None	7	None	0	0	0	1	0	0
196.8928	2.0130	loss:grief::fire:burns	None	fire:burns	1	None	3	None	7	0	0	0	0	1	0
199.8992	1.0965	loss:grief::fire:burns	loss:grief	fire:burns	1	3	3	7	7	['l']	l	2	0	0	1
202.0139	2.0085	disease:sickness::flood:water	disease:sickness	None	None	3	None	7	None	0	0	0	1	0	0
205.0368	2.0212	disease:sickness::flood:water	None	flood:water	0	None	1	None	3	0	0	0	0	1	0
208.2348	1.3209	disease:sickness::flood:water	disease:sickness	flood:water	0	3	1	7	3	['a']	a	2	0	0	1
210.5838	2.0107	up:down::high:low	up:down	None	None	2	None	5	None	0	0	0	1	0	0
213.2783	2.0159	up:down::high:low	None	high:low	1	None	2	None	5	0	0	0	0	1	0
216.1491	0.7348	up:down::high:low	up:down	high:low	1	2	2	5	5	['a']	a	1	0	0	1
217.8968	2.0130	run:sprint::under:over	run:sprint	None	None	1	None	1	None	0	0	0	1	0	0
220.8244	2.0203	run:sprint::under:over	None	under:over	0	None	2	None	5	0	0	0	0	1	0
223.4415	1.3465	run:sprint::under:over	run:sprint	under:over	0	1	2	1	5	['a']	a	2	0	0	1
225.8098	2.0116	low:up::funny:serious	low:up	None	None	2	None	6	None	0	0	0	1	0	0
228.9109	2.0223	low:up::funny:serious	None	funny:serious	1	None	2	None	6	0	0	0	0	1	0
231.4573	0.7474	low:up::funny:serious	low:up	funny:serious	1	2	2	6	6	['l']	a	1	0	0	1
233.2211	2.0135	wash:clean::cook:eat	wash:clean	None	None	3	None	9	None	0	0	0	1	0	0
236.2116	2.0068	wash:clean::cook:eat	None	cook:eat	1	None	3	None	9	0	0	0	0	1	0
239.2678	1.2408	wash:clean::cook:eat	wash:clean	cook:eat	1	3	3	9	9	['l']	a	1	0	0	1
241.5232	2.0128	paper:parchment::chair:sofa	paper:parchment	None	None	1	None	2	None	0	0	0	1	0	0
244.7011	2.0197	paper:parchment::chair:sofa	None	chair:sofa	1	None	1	None	2	0	0	0	0	1	0
247.2491	1.2279	paper:parchment::chair:sofa	paper:parchment	chair:sofa	1	1	1	2	2	['l']	l	2	0	0	1
249.2469	2.0105	discount:price::heat:temperature	discount:price	None	None	1	None	3	None	0	0	0	1	0	0
251.9995	2.0222	discount:price::heat:temperature	None	heat:temperature	1	None	1	None	3	0	0	0	0	1	0
256.1099	0.6378	discount:price::heat:temperature	discount:price	heat:temperature	1	1	1	3	3	['a']	a	1	0	0	1
257.7742	2.0119	tiredness:rest::dark:light	tiredness:rest	None	None	3	None	8	None	0	0	0	1	0	0
260.4952	2.0093	tiredness:rest::dark:light	None	dark:light	0	None	2	None	4	0	0	0	0	1	0
264.0364	0.7673	tiredness:rest::dark:light	tiredness:rest	dark:light	0	3	2	8	4	['l']	l	1	0	0	1
265.8192	2.0124	trim:shorten::study:learn	trim:shorten	None	None	3	None	9	None	0	0	0	1	0	0
268.6760	2.0107	trim:shorten::study:learn	None	study:learn	1	None	3	None	9	0	0	0	0	1	0
271.5291	0.7072	trim:shorten::study:learn	trim:shorten	study:learn	1	3	3	9	9	['a']	a	1	0	0	1
273.2593	2.0108	enthusiastic:lazy::witty:dumb	enthusiastic:lazy	None	None	2	None	6	None	0	0	0	1	0	0
276.9469	2.0215	enthusiastic:lazy::witty:dumb	None	witty:dumb	1	None	2	None	6	0	0	0	0	1	0
279.7990	0.6772	enthusiastic:lazy::witty:dumb	enthusiastic:lazy	witty:dumb	1	2	2	6	6	['l']	l	2	0	0	1
281.4908	2.0119	nervousness:sweat::coldness:shiver	nervousness:sweat	None	None	3	None	8	None	0	0	0	1	0	0
284.2105	2.0081	nervousness:sweat::coldness:shiver	None	coldness:shiver	1	None	3	None	8	0	0	0	0	1	0
287.1100	0.9025	nervousness:sweat::coldness:shiver	nervousness:sweat	coldness:shiver	1	3	3	8	8	['l']	l	2	0	0	1
